R
9.999260531140033992e-01,-6.497668736354344533e-03,-1.027952357086573017e-02
6.534382604751638561e-03,9.999723776310389667e-01,3.542007750067582058e-03
1.025622483305138784e-02,-3.608916169630842132e-03,9.999408910411927698e-01
T
-2.454779823435643049e+00
-3.324533855227948531e-02
-1.988208336678382385e-02
E
-2.110545271449553882e-04,2.000151381640752693e-02,-3.317295096155983142e-02
5.296160636162415558e-03,-8.729907406174493636e-03,2.454839102300785836e+00
1.720240958626647818e-02,-2.454928033798582820e+00,-9.036595400588147420e-03
F
-4.252792705289969764e-08,4.050442673038278590e-06,-3.905381193251528365e-03
1.072804600220184397e-06,-1.777170913716769393e-06,2.106420631035524349e-01
1.190135874613980349e-03,-2.103166461482602889e-01,1.000000000000000000e+00
